lat,lon,fishing_hours
-11.6,-86.0,12.6413
-13.2,-85.8,12.6355
-15.3,-80.8,12.6256
-14.1,-82.1,12.6155
-9.8,-84.4,12.6142
-1.0,-84.5,12.6086
-14.6,-78.0,12.6046
-12.9,-85.7,12.6016
-11.2,-85.7,12.5871
-18.0,-85.1,12.5855
-13.5,-80.7,12.5799
-17.3,-82.5,12.5761
-14.7,-76.5,12.5733
-15.3,-76.2,12.5726
-6.8,-85.2,12.571800000000001
-16.4,-84.6,12.5707
-18.0,-71.2,12.570599999999999
-17.7,-83.1,12.5679
-9.9,-82.7,12.5642
-15.5,-83.0,12.552999999999999
-16.1,-81.7,12.5429
-15.7,-82.7,12.5398
-12.7,-83.4,12.5394
-17.3,-78.5,12.5393
-7.9,-80.8,12.5305
-16.3,-85.0,12.5235
-19.3,-79.1,12.5215
-17.9,-73.2,12.5141
-16.9,-81.0,12.5125
-14.1,-77.9,12.4995
-11.6,-83.3,12.488900000000001
-17.5,-85.8,12.4551
-9.2,-80.0,12.4493
-18.3,-77.8,12.4384
-9.7,-80.7,12.430399999999999
-14.4,-80.7,12.4168
-12.1,-85.8,12.4146
-2.5,-85.9,12.3912
-19.0,-76.9,12.386199999999999
-16.7,-84.1,12.3818
-9.0,-83.7,12.3804
-12.9,-77.3,12.369299999999999
-11.2,-82.3,12.3626
-18.0,-72.4,12.350200000000001
-18.5,-83.5,12.3494
-3.9,-84.6,12.336300000000001
-15.5,-84.9,12.3343
-17.7,-85.2,12.3321
-14.4,-79.2,12.318800000000001
-17.3,-82.0,12.3185
-18.5,-80.5,12.317
-18.6,-77.4,12.3138
-12.7,-77.8,12.2985
-15.1,-82.5,12.2934
-13.3,-79.3,12.2754
-15.7,-84.9,12.2732
-7.7,-80.2,12.2677
-15.0,-83.2,12.264800000000001
-14.9,-83.9,12.260399999999999
-1.1,-82.6,12.26
-13.7,-82.6,12.2487
-17.5,-82.6,12.2471
-18.1,-77.6,12.239600000000001
-9.3,-81.2,12.2381
-19.0,-80.3,12.2334
-17.1,-74.7,12.2226
-12.8,-82.2,12.211
-18.9,-77.0,12.2064
-1.3,-84.3,12.194600000000001
-16.6,-74.0,12.1918
-13.9,-80.6,12.1917
-2.7,-81.6,12.1915
-17.4,-73.5,12.1854
-15.2,-84.7,12.180200000000001
-17.4,-73.3,12.1614
-2.1,-85.9,12.1557
-11.3,-85.8,12.154300000000001
-18.6,-79.5,12.1442
-19.8,-78.5,12.141
-3.7,-83.8,12.1333
-11.2,-83.5,12.126000000000001
-9.7,-81.6,12.1252
-16.3,-84.5,12.1213
-16.9,-82.0,12.116
-1.3,-83.6,12.0897
-15.1,-83.4,12.0891
-8.8,-81.3,12.085999999999999
-17.9,-78.0,12.080400000000001
-10.0,-84.1,12.0778
-12.7,-78.1,12.069099999999999
-10.7,-83.0,12.0509
-10.7,-85.6,12.0451
-16.3,-81.0,12.0415
-15.7,-81.1,12.0404
-16.5,-84.5,12.025
-18.0,-81.3,12.0179
-3.7,-82.1,12.0155
-15.9,-75.9,12.0115
-3.0,-81.6,12.0107
-18.6,-77.3,11.9879
-5.2,-83.0,11.9816
-11.8,-78.3,11.9721
-18.5,-79.3,11.9708
-11.8,-82.3,11.969000000000001
-10.6,-82.5,11.9655
-16.1,-81.4,11.9615
-4.3,-82.2,11.956
-17.1,-73.4,11.9298
-10.3,-83.0,11.9264
-16.3,-81.7,11.926
-14.7,-78.1,11.9127
-19.5,-82.9,11.8967
-8.8,-80.4,11.8904
-16.4,-84.9,11.8869
-4.9,-82.2,11.8768
-1.7,-85.6,11.8679
-17.1,-78.9,11.866299999999999
-14.9,-82.5,11.8658
-5.8,-84.1,11.863
-1.0,-83.3,11.8592
-15.6,-82.9,11.8513
-11.4,-79.6,11.8469
-18.0,-80.3,11.8443
-18.8,-82.5,11.831100000000001
-14.8,-83.6,11.826
-18.1,-85.5,11.8079
-19.6,-82.8,11.8031
-18.5,-77.6,11.8025
-1.3,-84.5,11.797699999999999
-1.2,-84.0,11.797
-9.8,-83.6,11.7942
-12.8,-82.4,11.7849
-1.0,-83.1,11.7638
-14.5,-82.1,11.7559
-12.8,-81.0,11.749400000000001
-18.6,-71.8,11.7327
-14.5,-76.4,11.7311
-14.1,-76.5,11.7283
-17.2,-74.6,11.7261
-13.2,-82.3,11.7212
-18.6,-78.8,11.718399999999999
-18.8,-80.2,11.7158
-13.6,-84.0,11.7131
-15.7,-85.3,11.704899999999999
-19.5,-78.3,11.6998
-13.6,-79.0,11.6949
-12.6,-79.7,11.6937
-10.1,-79.4,11.6932
-19.4,-75.2,11.693100000000001
-1.4,-81.3,11.6921
-12.0,-78.3,11.684099999999999
-18.5,-77.5,11.675
-17.0,-82.1,11.673
-14.0,-85.6,11.6675
-18.1,-73.9,11.6658
-15.6,-81.9,11.6571
-18.6,-80.3,11.6466
-15.7,-83.3,11.6394
-7.9,-85.1,11.6336
-12.6,-78.2,11.6267
-13.9,-77.0,11.6123
-16.1,-85.4,11.6114
-12.0,-79.1,11.6051
-18.6,-79.2,11.5985
-15.5,-81.6,11.5968
-10.4,-82.7,11.5923
-11.8,-85.8,11.5857
-3.4,-81.2,11.5801
-8.6,-85.0,11.5788
-14.7,-82.3,11.5768
-19.6,-78.3,11.569600000000001
-8.9,-84.2,11.566899999999999
-11.1,-83.2,11.5638
-13.7,-81.8,11.5516
-9.8,-84.3,11.5491
-2.1,-81.3,11.5487
-7.0,-80.7,11.5458
-13.1,-83.0,11.5443
-9.8,-83.7,11.52
-13.1,-80.1,11.4966
-3.0,-84.1,11.4946
-19.7,-78.2,11.474900000000002
-11.8,-84.4,11.4747
-14.9,-77.7,11.4689
-4.8,-82.4,11.4481
-15.8,-76.2,11.4443
-18.4,-83.3,11.4396
-1.6,-80.9,11.4377
-13.6,-78.2,11.4347
-15.9,-76.2,11.4344
-18.1,-77.9,11.431799999999999
-14.9,-83.0,11.425799999999999
-11.6,-83.8,11.411000000000001
-10.5,-82.9,11.4057
-3.0,-81.5,11.390799999999999
-16.2,-79.3,11.3889
-9.5,-80.5,11.3879
-12.4,-77.5,11.3856
-15.6,-86.0,11.383700000000001
-17.3,-74.8,11.3836
-19.6,-78.4,11.3668
-6.1,-84.5,11.364700000000001
-15.8,-80.9,11.363100000000001
-15.6,-82.8,11.3618
-9.7,-80.8,11.354700000000001
-13.2,-79.1,11.3532
-14.5,-81.9,11.350900000000001
-17.2,-82.2,11.3445
-18.6,-79.1,11.3203
-16.0,-75.1,11.307300000000001
-16.6,-83.5,11.3007
-15.5,-83.8,11.2996
-19.2,-70.5,11.2986
-14.5,-78.0,11.296700000000001
-15.6,-76.7,11.2882
-11.7,-84.5,11.2861
-18.5,-79.7,11.2698
-12.2,-82.7,11.2672
-15.5,-81.5,11.256
-16.5,-85.2,11.2538
-8.3,-84.9,11.251000000000001
-16.7,-74.6,11.2432
-13.2,-84.4,11.2258
-14.5,-82.6,11.2226
-15.5,-85.2,11.2082
-13.7,-82.7,11.205200000000001
-15.6,-81.5,11.2035
-7.4,-82.4,11.1986
-18.7,-77.2,11.1875
-16.3,-75.9,11.1873
-15.2,-84.0,11.1848
-13.0,-82.4,11.1735
-10.2,-79.8,11.169199999999998
-13.4,-81.9,11.166
-15.0,-83.4,11.1638
-12.7,-77.4,11.1629
-18.2,-81.3,11.1625
-5.9,-84.1,11.1624
-4.1,-81.7,11.1595
-18.5,-83.3,11.1578
-15.3,-81.6,11.1442
-15.5,-80.7,11.136
-6.7,-84.8,11.131900000000002
-13.0,-85.9,11.1251
-17.9,-82.9,11.119299999999999
-10.0,-83.2,11.115400000000001
-3.1,-81.4,11.106
-7.7,-84.9,11.1036
-19.9,-77.8,11.1022
-19.5,-79.3,11.0917
-15.9,-84.1,11.0855
-7.1,-81.2,11.0817
-18.3,-74.7,11.0789
-1.2,-82.1,11.0639
-18.0,-80.7,11.0549
-12.8,-77.7,11.0425
-10.3,-79.7,11.035400000000001
-15.8,-81.5,11.0131
-17.3,-81.7,11.0037
-16.1,-81.6,10.9988
-9.7,-81.0,10.9988
-13.6,-82.0,10.993699999999999
-7.9,-85.6,10.989899999999999
-15.1,-82.3,10.9881
-4.7,-85.2,10.9876
-10.2,-83.3,10.9873
-15.3,-80.7,10.9833
-9.9,-81.3,10.973799999999999
-7.7,-81.4,10.9662
-12.2,-78.4,10.9542
-11.7,-84.3,10.942599999999999
-9.8,-85.3,10.9394
-10.4,-79.7,10.9131
-9.7,-82.9,10.8999
-18.8,-83.3,10.899099999999999
-18.1,-77.7,10.8977
-16.1,-83.0,10.8849
-18.6,-77.1,10.863399999999999
-15.4,-82.5,10.8597
-4.9,-81.9,10.8555
-12.7,-83.7,10.850999999999999
-12.3,-85.4,10.850599999999998
-18.2,-77.6,10.8504
-7.6,-81.2,10.842600000000001
-15.9,-84.4,10.8408
-9.9,-82.8,10.8357
-4.4,-85.2,10.826
-10.8,-81.6,10.8141
-7.4,-85.2,10.7975
-18.9,-78.9,10.7941
-1.7,-84.6,10.7935
-15.3,-83.4,10.7921
-6.5,-85.1,10.7918
-3.1,-80.4,10.7825
-1.2,-83.8,10.781600000000001
-8.9,-83.6,10.7527
-15.5,-84.4,10.750399999999999
-12.6,-82.2,10.7479
-15.6,-85.0,10.7376
-16.0,-76.5,10.7349
-17.2,-74.1,10.7278
-10.8,-83.6,10.7257
-8.2,-85.3,10.7162
-10.2,-79.9,10.7092
-17.1,-73.3,10.7069
-15.6,-80.5,10.7018
-13.7,-81.9,10.6943
-3.5,-80.9,10.687100000000001
-1.9,-84.6,10.6828
-15.0,-82.9,10.6692
-19.2,-75.5,10.657399999999999
-16.7,-81.9,10.6531
-19.3,-83.1,10.6504
-14.5,-77.2,10.637599999999999
-15.2,-81.5,10.6325
-16.2,-84.4,10.6318
-18.6,-77.2,10.6295
-11.8,-84.1,10.627299999999998
-18.4,-71.6,10.6265
-15.1,-83.1,10.6189
-18.8,-78.9,10.6173
-7.7,-81.2,10.6167
-17.6,-82.1,10.6112
-17.2,-75.3,10.6085
-17.8,-73.9,10.5974
-18.8,-79.0,10.5871
-17.3,-82.1,10.5788
-11.9,-84.6,10.5774
-17.1,-82.4,10.5713
-16.5,-75.3,10.5692
-18.1,-72.0,10.5609
-9.3,-80.5,10.5598
-14.3,-80.2,10.559
-12.4,-79.4,10.550699999999999
-19.7,-82.9,10.5457
-12.4,-85.5,10.5336
-15.7,-81.2,10.5201
-2.3,-81.8,10.5195
-19.5,-70.7,10.513
-17.6,-83.4,10.509599999999999
-14.8,-78.0,10.504100000000001
-8.6,-81.1,10.499099999999999
-14.3,-81.8,10.4798
-10.3,-79.2,10.4793
-19.7,-82.6,10.4692
-17.5,-81.6,10.466999999999999
-17.3,-74.9,10.457
-19.8,-70.8,10.4544
-16.4,-74.4,10.447700000000001
-11.5,-79.0,10.436499999999999
-13.6,-81.9,10.4267
-7.2,-81.6,10.4207
-15.6,-81.4,10.42
-14.2,-77.8,10.415
-19.0,-82.5,10.4119
-14.7,-83.5,10.411800000000001
-17.9,-83.9,10.3932
-12.7,-82.3,10.3912
-9.9,-80.8,10.3888
-10.4,-83.6,10.387099999999998
-9.3,-83.4,10.3847
-19.8,-79.6,10.383099999999999
-1.5,-84.7,10.381799999999998
-18.4,-80.6,10.3817
-14.7,-84.2,10.377600000000001
-18.6,-83.3,10.3728
-3.4,-81.7,10.3598
-19.4,-83.1,10.3537
-12.1,-81.3,10.347900000000001
-15.5,-84.6,10.3416
-19.2,-83.1,10.3293
-18.0,-74.3,10.328199999999999
-4.6,-82.0,10.3249
-19.0,-83.9,10.3216
-13.4,-82.2,10.3152
-15.9,-82.5,10.312000000000001
-11.4,-85.5,10.3071
-7.4,-81.4,10.3063
-2.9,-81.9,10.3057
-12.8,-82.7,10.3052
-17.0,-85.1,10.289
-9.9,-85.3,10.284299999999998
-16.2,-81.0,10.2759
-15.3,-76.3,10.2726
-3.0,-84.5,10.266300000000001
-14.1,-77.3,10.2633
-18.9,-82.7,10.2479
-1.8,-84.5,10.2468
-18.3,-80.1,10.2405
-2.1,-81.4,10.2343
-16.7,-81.7,10.224
-10.4,-83.0,10.2201
-10.7,-82.3,10.2082
-13.2,-82.1,10.204799999999999
-17.6,-74.5,10.2
-18.4,-83.4,10.195
-17.1,-82.2,10.1914
-11.4,-83.4,10.1888
-7.7,-80.3,10.1846
-16.6,-83.6,10.1809
-18.8,-72.5,10.1753
-11.1,-83.1,10.1724
-11.6,-81.8,10.1628
-7.8,-81.4,10.1593
-5.6,-81.5,10.1493
-13.4,-85.4,10.1481
-10.6,-83.0,10.1471
-19.6,-79.3,10.141800000000002
-15.2,-81.4,10.1363
-8.6,-81.0,10.135100000000001
-19.6,-82.7,10.1334
-15.7,-84.3,10.1266
-16.5,-73.7,10.113800000000001
-10.6,-82.4,10.107600000000001
-13.2,-77.9,10.1055
-8.4,-80.7,10.102
-8.9,-81.1,10.0964
-7.5,-84.5,10.0936
-19.7,-70.6,10.0899
-15.3,-83.5,10.0861
-17.0,-74.8,10.0768
-18.8,-76.9,10.0687
-15.0,-83.9,10.065100000000001
-17.6,-81.6,10.0617
-16.6,-85.5,10.0504
-16.1,-84.4,10.0444
-8.4,-80.1,10.0393
-13.5,-78.4,10.0261
-11.2,-78.4,10.0261
-18.6,-79.8,10.0229
-7.2,-84.5,10.014299999999999
-4.1,-83.2,10.0063
-14.5,-78.4,10.0027
-16.4,-83.6,10.0018
-10.5,-82.4,9.9933
-1.1,-83.6,9.992799999999999
-14.7,-82.6,9.9765
-10.5,-82.6,9.9741
-2.2,-81.7,9.973500000000001
-18.1,-81.1,9.9666
-8.1,-85.5,9.9663
-17.1,-82.1,9.9594
-13.6,-82.5,9.9565
-17.5,-73.6,9.9519
-15.9,-86.0,9.9404
-7.5,-81.7,9.938699999999999
-19.1,-80.0,9.9382
-12.5,-81.2,9.9373
-16.0,-81.4,9.929
-19.2,-83.4,9.9268
-16.8,-73.5,9.9207
-18.7,-83.3,9.9114
-18.0,-79.6,9.9085
-16.1,-82.0,9.9049
-6.7,-85.3,9.8971
-8.3,-80.6,9.8765
-12.9,-83.2,9.8679
-11.8,-82.4,9.8655
-7.1,-85.5,9.8445
-3.5,-81.4,9.8415
-17.6,-74.4,9.836
-18.3,-80.7,9.833499999999999
-10.9,-82.3,9.8318
-18.9,-76.1,9.8305
-10.5,-80.2,9.8224
-3.8,-81.9,9.8188
-12.4,-81.3,9.8178
-14.2,-79.2,9.8165
-15.4,-81.6,9.8143
-12.3,-79.8,9.8029
-6.5,-84.5,9.8001
-13.8,-83.3,9.7988
-3.9,-83.7,9.7936
-11.7,-79.0,9.7935
-15.7,-81.8,9.7874
-15.4,-83.0,9.7843
-11.9,-85.2,9.783199999999999
-13.9,-77.5,9.782399999999999
-16.3,-75.0,9.7799
-11.8,-82.7,9.7777
-1.2,-84.8,9.7768
-15.4,-81.2,9.7761
-19.1,-80.4,9.7713
-10.4,-83.2,9.7577
-15.0,-83.7,9.7543
-19.0,-76.8,9.7516
-8.9,-80.5,9.747
-11.9,-85.0,9.7466
-1.4,-83.3,9.7398
-13.1,-79.8,9.7357
-18.9,-76.8,9.7357
-18.4,-80.1,9.7347
-16.6,-73.1,9.7209
-16.5,-74.4,9.7144
-4.8,-84.8,9.7135
-12.4,-84.8,9.7101
-12.7,-79.6,9.6921
-7.4,-85.3,9.6898
-19.0,-84.6,9.688
-6.5,-81.0,9.6878
-14.6,-82.2,9.6812
-14.7,-77.4,9.6807
-18.3,-74.6,9.6785
-17.1,-73.8,9.6774
-18.6,-76.8,9.6743
-13.2,-77.3,9.667
-16.9,-81.8,9.6593
-1.6,-83.1,9.656600000000001
-16.9,-81.7,9.645299999999999
-16.1,-83.9,9.6435
-17.0,-82.5,9.640699999999999
-9.0,-83.5,9.638800000000002
-13.2,-79.3,9.6365
-12.3,-78.8,9.6308
-7.8,-80.8,9.6299
-13.0,-82.3,9.6269
-17.5,-84.4,9.6177
-3.3,-81.5,9.6176
-4.9,-82.1,9.6129
-1.8,-85.5,9.606100000000001
-10.9,-85.0,9.5941
-7.8,-82.2,9.5855
-12.4,-85.2,9.5824
-17.9,-81.4,9.5802
-19.6,-83.1,9.5735
-19.4,-83.3,9.573
-1.2,-82.9,9.5716
-17.5,-74.4,9.5713
-15.1,-78.3,9.5652
-19.5,-79.0,9.5592
-17.4,-74.9,9.5533
-4.6,-85.1,9.5532
-19.0,-84.7,9.5396
-16.4,-84.5,9.537700000000001
-12.4,-84.9,9.5363
-11.7,-86.0,9.5327
-17.0,-72.3,9.5302
-1.9,-85.8,9.528400000000001
-17.9,-81.5,9.522
-16.6,-84.1,9.5196
-18.6,-72.1,9.5146
-16.9,-74.9,9.5092
-15.8,-83.5,9.5077
-14.4,-82.5,9.504299999999999
-17.2,-74.7,9.5034
-11.7,-81.3,9.4957
-17.4,-73.1,9.4926
-14.1,-81.9,9.4923
-1.1,-84.8,9.4918
-16.9,-72.4,9.490400000000001
-15.6,-80.7,9.4864
-15.0,-76.9,9.4863
-19.5,-83.1,9.4823
-15.7,-82.2,9.4763
-12.9,-85.8,9.4756
-20.0,-77.9,9.470099999999999
-17.5,-78.2,9.4685
-10.8,-82.9,9.4677
-15.4,-81.5,9.4617
-9.9,-80.4,9.457
-1.6,-81.5,9.4557
-18.7,-79.1,9.4542
-9.7,-85.6,9.4505
-10.7,-82.9,9.446000000000002
-15.7,-83.9,9.4333
-13.4,-78.6,9.431799999999999
-18.2,-70.7,9.4252
-16.4,-75.8,9.422
-14.7,-83.3,9.418099999999999
-13.7,-82.1,9.4109
-13.6,-79.2,9.4032
-14.5,-77.7,9.4027
-18.6,-80.0,9.4026
-1.6,-84.6,9.3994
-16.6,-75.3,9.389
-4.7,-82.5,9.3886
-13.7,-80.2,9.3885
-3.1,-81.7,9.3871
-12.9,-82.7,9.3857
-11.9,-81.8,9.385
-12.9,-82.3,9.3849
-1.0,-80.9,9.3848
-10.5,-84.3,9.3671
-10.3,-82.9,9.361
-15.2,-83.9,9.358
-13.8,-82.0,9.3578
-17.9,-74.3,9.3577
-17.3,-82.4,9.3562
-18.3,-83.7,9.3474
-14.2,-82.7,9.3436
-16.0,-81.1,9.3364
-11.0,-83.2,9.335700000000001
-16.2,-86.0,9.333499999999999
-13.5,-79.0,9.333200000000001
-16.8,-83.3,9.3299
-12.6,-77.7,9.3145
-19.2,-78.7,9.306000000000001
-11.7,-84.1,9.305299999999999
-14.4,-77.7,9.2963
-6.4,-81.3,9.2954
-17.1,-81.9,9.2942
-16.6,-74.7,9.290700000000001
-8.6,-80.8,9.2887
-13.4,-77.4,9.2627
-9.2,-85.9,9.2502
-19.1,-80.3,9.242799999999999
-8.2,-80.1,9.2331
-18.4,-80.0,9.230099999999998
-18.1,-74.3,9.2294
-13.5,-83.4,9.2285
-1.2,-84.4,9.2238
-15.9,-81.7,9.218100000000002
-11.4,-86.0,9.2141
-11.4,-85.4,9.2136
-16.8,-78.7,9.2134
-11.3,-85.5,9.209
-8.7,-80.7,9.2061
-1.4,-84.8,9.2045
-18.9,-79.8,9.1959
-18.6,-80.4,9.1943
-11.1,-78.4,9.1852
-9.3,-80.4,9.183499999999999
-14.4,-76.6,9.1808
-14.7,-83.4,9.1808
-9.1,-83.8,9.1786
-19.0,-74.3,9.1641
-18.8,-80.4,9.1618
-16.0,-83.9,9.158
-7.8,-84.9,9.1568
-12.4,-82.7,9.1481
-10.1,-82.4,9.1436
-16.3,-74.0,9.1436
-9.8,-81.3,9.138
-19.0,-83.3,9.1375
-18.6,-83.5,9.1285
-9.9,-84.3,9.127
-10.7,-82.6,9.122900000000001
-7.5,-84.4,9.108
-9.8,-81.1,9.0962
-9.0,-81.2,9.0941
-5.1,-82.0,9.091000000000001
-16.0,-76.9,9.088000000000001
-15.9,-85.7,9.0862
-15.8,-82.7,9.0846
-1.9,-85.4,9.0799
-18.7,-83.5,9.0769
-2.5,-80.9,9.0679
-14.9,-82.7,9.056
-1.1,-83.1,9.056
-2.8,-81.5,9.0559
-13.5,-77.1,9.0459
-7.9,-86.0,9.0438
-16.2,-83.7,9.0363
-11.9,-79.2,9.0351
-19.0,-80.4,9.0305
-15.0,-83.6,9.0066
-19.8,-80.3,9.0024
-16.0,-84.6,9.0008
-17.8,-84.5,9.0
-9.7,-80.4,8.9994
-17.4,-82.2,8.988199999999999
-10.4,-82.8,8.9803
-16.2,-85.0,8.9731
-3.9,-81.6,8.9711
-15.8,-81.6,8.969100000000001
-1.1,-82.3,8.9596
-16.9,-78.7,8.9592
-14.9,-85.8,8.9571
-14.8,-78.1,8.955400000000001
-1.9,-85.1,8.9538
-10.1,-83.7,8.9511
-10.1,-82.0,8.9473
-19.5,-82.8,8.9321
-12.1,-79.0,8.928799999999999
-19.8,-73.7,8.9261
-16.7,-82.0,8.9243
-14.1,-82.5,8.915700000000001
-16.9,-79.0,8.9094
-19.5,-71.0,8.9083
-19.6,-82.9,8.8839
-10.9,-83.6,8.8796
-16.9,-73.3,8.8796
-1.3,-82.0,8.8751
-15.2,-84.6,8.874
-11.7,-78.5,8.8718
-2.8,-83.1,8.8607
-7.3,-83.0,8.8558
-15.0,-82.6,8.848700000000001
-16.8,-73.9,8.842
-11.8,-86.0,8.8401
-12.8,-82.6,8.834
-1.0,-82.7,8.81
-19.0,-83.2,8.8074
-16.8,-74.5,8.787700000000001
-3.8,-81.4,8.7871
-14.0,-79.0,8.780899999999999
-18.9,-82.5,8.7791
-9.9,-80.6,8.7777
-15.0,-81.3,8.7681
-7.0,-80.2,8.7653
-4.8,-82.0,8.763100000000001
-16.7,-74.9,8.7515
-10.2,-82.8,8.7477
-17.9,-85.7,8.743500000000001
-8.0,-81.3,8.7435
-18.0,-73.8,8.7416
-10.3,-79.0,8.7368
-1.1,-84.1,8.735199999999999
-19.1,-76.4,8.7349
-10.5,-83.3,8.729199999999999
-15.6,-84.1,8.7233
-18.3,-79.4,8.7207
-9.8,-84.6,8.7202
-14.6,-77.5,8.717600000000001
-1.1,-85.2,8.7104
-12.3,-81.4,8.709
-16.9,-85.4,8.707999999999998
-4.4,-84.9,8.7005
-16.2,-81.3,8.6982
-14.1,-77.4,8.6979
-18.9,-80.3,8.6967
-18.1,-80.4,8.6795
-18.3,-79.5,8.6686
-10.4,-82.6,8.6648
-17.3,-74.0,8.6601
-3.7,-81.3,8.6521
-17.3,-73.7,8.6494
-19.1,-83.2,8.637
-14.4,-77.9,8.6357
-16.6,-85.1,8.6305
-6.7,-81.7,8.6229
-15.8,-76.1,8.622399999999999
-17.1,-74.3,8.616
-20.0,-77.8,8.613399999999999
-19.7,-74.4,8.606
-12.7,-79.7,8.6008
-13.4,-82.3,8.592600000000001
-15.9,-84.8,8.5822
-17.3,-75.4,8.5766
-19.3,-79.0,8.5759
-11.6,-83.2,8.5737
-20.0,-78.0,8.5639
-1.1,-82.0,8.5591
-1.1,-83.2,8.5473
-8.8,-80.3,8.546899999999999
-15.7,-82.1,8.5441
-17.8,-81.9,8.5412
-17.6,-82.4,8.5395
-11.5,-85.5,8.538
-17.7,-81.5,8.5339
-11.7,-84.9,8.5252
-9.7,-83.9,8.5152
-14.1,-78.8,8.511199999999999
-19.2,-79.1,8.494
-8.0,-81.4,8.4937
-18.1,-77.5,8.4891
-12.1,-79.4,8.4877
-18.4,-80.4,8.4858
-1.5,-83.4,8.4823
-16.3,-85.1,8.4807
-17.2,-82.0,8.473200000000002
-12.1,-82.8,8.4671
-19.8,-82.8,8.4663
-11.1,-78.8,8.466000000000001
-19.4,-79.4,8.459
-18.5,-77.3,8.4514
-18.9,-82.6,8.4454
-13.6,-82.6,8.4374
-9.7,-84.2,8.4357
-10.3,-83.4,8.4251
-10.5,-79.8,8.4163
-10.8,-85.2,8.413499999999999
-19.2,-83.8,8.4086
-10.1,-83.2,8.4084
-19.6,-84.8,8.3915
-7.5,-81.0,8.3881
-10.3,-78.8,8.3856
-19.1,-82.4,8.3838
-17.9,-80.2,8.3831
-2.0,-81.4,8.3831
-2.0,-84.1,8.3802
-3.4,-80.8,8.378900000000002
-10.0,-79.6,8.375399999999999
-17.0,-73.4,8.371500000000001
-1.1,-83.5,8.3623
-19.5,-80.4,8.3611
-12.0,-83.0,8.3543
-19.3,-83.4,8.3503
-20.0,-70.7,8.3501
-19.5,-83.0,8.3411
-18.1,-82.6,8.341000000000001
-17.7,-84.3,8.3386
-15.5,-76.3,8.3385
-15.6,-84.3,8.3347
-19.9,-77.9,8.3277
-16.8,-74.9,8.3175
-7.1,-84.6,8.3171
-14.1,-82.2,8.316400000000002
-11.8,-82.8,8.3151
-10.5,-84.0,8.3084
-18.2,-79.6,8.3083
-20.0,-85.2,8.307599999999999
-1.5,-84.3,8.3037
-13.0,-82.5,8.298
-6.9,-85.0,8.2955
-7.8,-81.0,8.2947
-2.5,-81.4,8.2859
-1.2,-82.4,8.2848
-2.0,-84.6,8.284500000000001
-19.7,-73.7,8.2743
-17.3,-82.6,8.2705
-19.4,-83.2,8.2609
-8.5,-81.2,8.2502
-8.3,-81.0,8.2406
-17.4,-74.6,8.238
-15.5,-82.1,8.2359
-12.9,-77.5,8.2354
-18.6,-83.4,8.2338
-11.6,-83.1,8.2263
-12.7,-79.8,8.2251
-14.0,-80.1,8.2177
-14.0,-83.3,8.2129
-14.7,-78.2,8.2099
-19.4,-80.2,8.2097
-1.5,-85.7,8.2076
-9.7,-84.0,8.205200000000001
-17.9,-78.1,8.2016
-1.3,-82.4,8.2005
-3.6,-81.9,8.1977
-17.4,-73.7,8.1941
-14.3,-76.6,8.1851
-17.5,-73.8,8.1822
-17.6,-72.7,8.1816
-19.9,-79.4,8.1688
-17.0,-73.3,8.1567
-1.7,-81.1,8.155
-19.5,-80.3,8.1538
-18.3,-81.2,8.1518
-8.2,-80.8,8.1397
-15.9,-74.6,8.131499999999999
-18.7,-82.8,8.1288
-7.9,-84.8,8.1183
-7.6,-81.0,8.117999999999999
-19.0,-79.0,8.1164
-13.9,-78.8,8.113199999999999
-19.7,-78.4,8.109
-10.4,-83.7,8.1088
-17.0,-74.0,8.1029
-10.0,-83.5,8.0975
-2.2,-81.4,8.094
-19.2,-70.4,8.0914
-14.8,-76.2,8.0861
-14.7,-81.4,8.0836
-18.0,-71.1,8.0758
-13.6,-83.4,8.074000000000002
-10.7,-83.7,8.0583
-16.4,-81.6,8.057300000000001
-14.6,-84.3,8.056
-8.3,-80.2,8.0515
-17.3,-74.1,8.0485
-17.1,-78.7,8.047699999999999
-17.6,-85.4,8.036000000000001
-16.0,-84.8,8.036
-7.3,-85.5,8.025500000000001
-10.0,-82.4,8.0198
-16.1,-82.6,8.015899999999998
-10.1,-80.6,8.0127
-19.7,-79.2,8.0054
-8.2,-81.3,7.999899999999999
-13.5,-77.4,7.9959
-11.2,-83.1,7.9902
-9.7,-84.4,7.9879
-17.6,-78.4,7.985099999999999
-19.5,-70.6,7.9667
-15.0,-84.5,7.9632
-16.0,-81.6,7.963
-15.5,-76.4,7.962400000000001
-16.2,-81.6,7.9483999999999995
-11.5,-79.1,7.9448
-10.8,-84.0,7.9427
-15.8,-82.2,7.9323999999999995
-19.0,-76.3,7.9276
-16.9,-85.1,7.9225
-6.4,-84.6,7.9212
-6.3,-81.5,7.9205
-7.4,-84.7,7.916799999999999
-8.3,-82.6,7.9163
-15.3,-83.9,7.911300000000001
-19.1,-76.6,7.9099
-19.4,-84.9,7.908399999999999
-19.7,-80.2,7.9071
-7.2,-84.6,7.9041
-4.0,-81.2,7.9038
-4.6,-85.0,7.9030000000000005
-18.9,-84.2,7.897499999999999
-19.8,-82.5,7.8895
-13.0,-82.8,7.8770999999999995
-15.2,-81.6,7.8741
-16.6,-73.6,7.8719
-14.3,-79.3,7.8705
-17.6,-84.5,7.8705
-15.2,-83.3,7.8653
