lat,lon,fishing_hours
-14.2,-81.2,90.7009
-19.4,-76.6,90.6945
-7.9,-80.1,90.6727
-12.6,-81.3,90.6377
-18.0,-78.2,90.4926
-18.6,-78.5,90.4749
-11.7,-81.4,90.4693
-18.7,-77.7,90.3939
-6.5,-85.8,90.30930000000001
-19.3,-77.0,90.2855
-8.8,-79.9,90.2236
-14.0,-84.1,90.2038
-14.0,-84.6,90.1957
-17.3,-78.9,90.1806
-13.7,-84.9,90.1589
-7.5,-85.6,90.0476
-18.5,-78.7,90.047
-15.0,-79.8,90.0451
-10.0,-78.9,90.0299
-16.7,-73.2,89.9686
-12.2,-83.7,89.8931
-14.5,-85.9,89.87819999999999
-13.7,-85.8,89.8171
-7.3,-80.4,89.7881
-7.7,-79.8,89.7788
-17.0,-81.1,89.7257
-14.6,-85.3,89.678
-2.3,-85.3,89.6277
-13.4,-76.5,89.5408
-11.8,-77.4,89.48649999999999
-16.7,-80.8,89.4585
-18.6,-77.9,89.423
-9.7,-79.0,89.4193
-14.8,-80.8,89.3844
-13.8,-84.5,89.3807
-14.3,-83.7,89.3189
-18.7,-77.4,89.2525
-18.2,-72.4,89.1939
-12.4,-84.3,89.1861
-18.1,-71.7,89.1191
-10.3,-82.2,89.0812
-14.1,-80.9,89.0224
-15.1,-85.1,88.9675
-9.8,-78.5,88.9366
-19.3,-76.2,88.8922
-17.7,-80.5,88.8507
-13.4,-84.2,88.7276
-19.4,-78.1,88.7242
-5.8,-85.5,88.6637
-19.5,-76.4,88.64320000000001
-13.8,-84.9,88.5622
-11.7,-81.6,88.5518
-12.8,-84.5,88.5129
-19.9,-75.1,88.5043
-18.1,-79.4,88.275
-14.0,-85.0,88.2535
-14.0,-85.8,88.2267
-2.9,-80.5,88.004
-10.8,-77.8,87.9782
-13.1,-81.1,87.94879999999999
-18.8,-77.9,87.9151
-12.1,-84.4,87.8895
-17.8,-80.1,87.8782
-14.2,-85.2,87.8522
-16.6,-73.2,87.7243
-12.7,-77.2,87.6679
-13.3,-83.5,87.6057
-13.4,-83.8,87.60510000000001
-14.1,-83.9,87.58879999999999
-17.2,-81.1,87.5852
-17.7,-80.3,87.5115
-17.9,-71.5,87.434
-14.4,-83.2,87.4102
-19.4,-77.7,87.39189999999999
-19.4,-76.3,87.3118
-13.7,-84.5,87.2833
-12.7,-84.5,87.2578
-12.6,-81.6,87.2052
-14.6,-81.4,87.106
-13.4,-81.4,87.0976
-17.9,-79.3,87.0476
-15.1,-85.8,87.0436
-11.1,-78.2,87.0215
-18.8,-78.0,86.9994
-6.3,-85.2,86.9953
-11.2,-82.0,86.9925
-19.7,-77.2,86.9258
-18.0,-78.7,86.70309999999999
-13.1,-83.8,86.6883
-4.7,-85.1,86.6161
-14.4,-84.5,86.5758
-9.2,-79.9,86.4381
-11.3,-81.5,86.3875
-19.3,-77.1,86.3541
-19.7,-75.5,86.3232
-20.0,-74.3,86.2865
-13.7,-84.8,86.2744
-14.9,-85.2,86.2101
-9.0,-80.0,86.1879
-8.3,-79.8,86.1176
-17.8,-80.8,86.0336
-11.3,-82.5,86.0152
-12.5,-83.1,86.0118
-19.6,-75.5,85.9667
-12.7,-76.8,85.8531
-18.0,-71.4,85.8045
-18.1,-71.1,85.6781
-17.1,-80.6,85.6007
-13.3,-85.6,85.508
-10.0,-78.7,85.4497
-2.2,-84.4,85.4177
-10.6,-78.4,85.3768
-19.7,-77.3,85.3752
-12.4,-77.6,85.3425
-12.2,-82.0,85.3072
-6.7,-81.0,85.2723
-14.5,-80.8,85.2118
-16.5,-80.1,85.1174
-17.6,-80.9,85.0899
-3.7,-85.8,85.0501
-14.0,-83.8,85.0348
-2.6,-80.2,84.9913
-14.1,-85.3,84.9731
-6.2,-85.8,84.95190000000001
-15.0,-85.6,84.9441
-17.0,-80.7,84.8253
-18.5,-77.8,84.7929
-14.9,-80.9,84.7426
-19.5,-77.9,84.719
-12.9,-84.4,84.6667
-15.8,-79.6,84.6474
-5.6,-85.2,84.5405
-18.0,-78.4,84.5303
-14.8,-80.4,84.482
-16.1,-80.5,84.4714
-18.4,-78.3,84.4562
-11.7,-81.5,84.4421
-17.1,-80.4,84.4162
-18.1,-78.5,84.4021
-17.7,-71.6,84.3869
-16.4,-84.0,84.36670000000001
-12.6,-83.0,84.3635
-12.9,-85.1,84.3526
-18.7,-78.5,84.2811
-14.8,-85.5,84.2669
-13.6,-85.5,84.2323
-18.5,-70.5,84.2249
-10.8,-78.3,84.1886
-14.2,-81.1,84.15220000000001
-12.3,-82.2,84.0779
-13.1,-83.9,83.9976
-15.3,-80.0,83.9627
-10.0,-79.1,83.9413
-17.5,-72.2,83.9336
-16.5,-79.9,83.8453
-19.6,-76.7,83.819
-13.6,-85.4,83.7927
-16.8,-81.6,83.7203
-2.2,-85.4,83.5984
-8.0,-80.0,83.5316
-14.3,-85.8,83.4999
-17.7,-79.8,83.489
-9.5,-79.9,83.4569
-13.2,-83.5,83.4083
-17.2,-81.3,83.3447
-13.5,-84.2,83.2909
-10.7,-78.5,83.2336
-18.3,-79.1,83.1798
-17.0,-81.5,83.1186
-13.9,-80.9,83.07939999999999
-16.5,-80.5,83.0485
-15.6,-79.9,83.0475
-7.6,-85.4,83.0251
-15.7,-79.7,82.9759
-16.6,-80.2,82.94579999999999
-15.2,-84.1,82.8521
-14.5,-81.0,82.7971
-3.2,-80.8,82.7885
-17.5,-80.6,82.5118
-14.2,-85.1,82.5008
-8.1,-79.7,82.4902
-13.9,-83.6,82.4689
-13.4,-85.6,82.43849999999999
-14.4,-81.5,82.4311
-15.1,-80.2,82.4284
-12.6,-82.7,82.4094
-14.3,-80.9,82.3252
-13.7,-81.0,82.3206
-17.5,-80.7,82.2852
-6.3,-81.2,82.2744
-14.6,-83.8,82.2445
-7.5,-80.3,82.1566
-16.3,-83.9,82.12899999999999
-12.5,-77.6,82.0783
-14.0,-84.5,82.01910000000001
-18.2,-70.8,82.0095
-13.3,-81.5,81.9817
-17.8,-79.3,81.9706
-14.3,-85.7,81.9293
-18.2,-72.6,81.9094
-7.1,-80.7,81.8931
-13.3,-81.7,81.8092
-10.8,-82.2,81.804
-18.8,-78.5,81.7623
-13.8,-85.8,81.7437
-17.9,-79.0,81.724
-13.0,-83.8,81.6568
-14.8,-85.4,81.6534
-12.3,-84.4,81.6501
-2.1,-85.8,81.6033
-13.5,-84.4,81.5458
-14.5,-85.6,81.5162
-14.7,-82.0,81.4731
-18.4,-72.0,81.4284
-17.9,-78.7,81.4083
-14.2,-86.0,81.206
-2.1,-85.0,81.2039
-17.7,-79.3,81.152
-17.2,-80.8,81.0622
-15.0,-80.5,81.0492
-14.6,-83.9,80.9995
-14.3,-84.4,80.9627
-13.7,-83.3,80.9133
-18.5,-78.6,80.8435
-15.1,-85.6,80.80109999999999
-11.0,-82.9,80.7976
-14.3,-85.5,80.7812
-17.1,-79.0,80.75619999999999
-16.9,-80.4,80.7218
-16.7,-80.5,80.7027
-13.2,-83.4,80.5911
-12.0,-81.4,80.5752
-7.3,-80.5,80.5683
-20.0,-77.6,80.4829
-12.5,-85.7,80.3879
-18.8,-78.6,80.3147
-14.5,-83.1,80.3043
-8.9,-80.1,80.2839
-2.7,-85.8,80.2734
-2.1,-85.5,80.1497
-11.1,-82.0,80.0584
-17.2,-81.2,79.953
-19.0,-75.9,79.90390000000001
-10.3,-78.7,79.8327
-11.2,-78.3,79.832
-16.1,-80.7,79.8095
-18.9,-77.7,79.7777
-12.4,-86.0,79.6872
-9.4,-79.9,79.68430000000001
-6.3,-85.4,79.6273
-10.9,-78.3,79.5317
-19.7,-76.6,79.2868
-19.9,-77.6,79.1748
-16.5,-80.8,79.1215
-19.0,-78.5,79.1204
-15.8,-84.8,79.1048
-13.0,-82.0,79.0892
-15.2,-83.0,79.05879999999999
-17.0,-80.3,78.9452
-13.3,-81.4,78.9065
-13.9,-84.5,78.78020000000001
-19.4,-77.6,78.7138
-17.7,-80.7,78.6717
-7.4,-84.8,78.6632
-6.5,-85.4,78.6387
-14.7,-81.2,78.4738
-18.1,-78.1,78.4653
-6.5,-84.6,78.4293
-13.7,-85.3,78.2829
-18.6,-78.9,78.2637
-13.7,-76.8,78.17869999999999
-14.9,-81.6,78.1169
-14.3,-80.7,78.1106
-13.4,-81.5,78.0369
-9.9,-79.4,78.0347
-15.9,-79.6,78.0125
-16.0,-79.7,77.8702
-13.3,-77.1,77.7251
-9.1,-79.5,77.6438
-13.9,-85.7,77.6143
-18.6,-77.7,77.6063
-14.0,-81.0,77.5717
-17.8,-80.5,77.5298
-13.5,-85.1,77.4918
-14.5,-81.2,77.4843
-7.4,-85.7,77.3901
-16.4,-79.5,77.3197
-15.1,-85.5,77.28309999999999
-14.3,-80.3,77.2816
-11.4,-82.4,77.2381
-13.5,-84.9,77.2152
-16.3,-85.9,77.2046
-13.1,-81.2,77.1095
-12.9,-85.3,77.0528
-15.1,-85.4,77.0053
-11.1,-82.9,76.9898
-17.9,-80.9,76.9264
-12.2,-83.9,76.9195
-13.7,-85.5,76.7719
-13.8,-81.5,76.6988
-18.2,-78.0,76.65950000000001
-17.7,-80.4,76.58500000000001
-13.4,-84.1,76.5677
-11.9,-84.0,76.52810000000001
-16.3,-79.6,76.39
-14.5,-83.3,76.3691
-16.6,-80.4,76.3688
-13.8,-86.0,76.3436
-20.0,-74.2,76.3412
-12.9,-83.7,76.3046
-17.5,-81.0,76.25
-17.0,-80.8,76.0875
-14.2,-83.4,75.9941
-12.5,-82.8,75.9866
-14.9,-85.1,75.8892
-7.3,-79.9,75.8121
-15.2,-85.6,75.7915
-13.8,-81.0,75.7213
-15.0,-80.8,75.72
-14.0,-81.5,75.7062
-7.4,-80.5,75.6561
-16.5,-80.4,75.611
-17.4,-81.4,75.53960000000001
-16.0,-84.0,75.5293
-11.5,-82.4,75.4935
-6.4,-81.1,75.4467
-6.6,-84.7,75.4396
-17.2,-72.2,75.3531
-17.4,-80.5,75.2521
-16.6,-73.4,75.2488
-12.5,-82.6,75.2281
-11.8,-81.6,75.2205
-15.1,-83.5,75.2077
-19.7,-75.4,75.1293
-14.4,-85.2,75.0309
-13.5,-84.6,74.9936
-14.7,-80.2,74.9868
-17.6,-80.7,74.9738
-9.1,-78.8,74.9614
-16.5,-80.3,74.9247
-19.0,-77.6,74.7931
-6.3,-84.9,74.7632
-16.4,-80.1,74.76050000000001
-12.6,-85.9,74.7534
-16.8,-74.1,74.4851
-17.0,-81.8,74.4584
-9.3,-79.4,74.4452
-12.2,-77.2,74.3804
-15.7,-85.7,74.3613
-16.9,-79.2,74.3545
-7.8,-80.0,74.3397
-9.6,-79.0,74.2914
-14.0,-83.6,74.2815
-12.5,-84.6,74.2247
-7.7,-85.3,74.1224
-14.0,-81.3,74.0641
-13.1,-83.7,74.0561
-17.5,-80.9,74.0454
-3.0,-80.8,74.038
-4.3,-85.5,74.0006
-11.4,-82.3,73.9968
-17.8,-71.7,73.981
-18.0,-78.9,73.9447
-2.1,-84.6,73.8358
-12.2,-84.3,73.8228
-9.7,-83.7,73.8124
-18.2,-71.9,73.5992
-13.9,-84.4,73.5166
-13.8,-83.8,73.5101
-10.7,-78.3,73.4537
-18.9,-78.7,73.4106
-16.0,-80.4,73.3627
-14.7,-79.9,73.3591
-17.3,-81.1,73.3151
-13.9,-80.7,73.3143
-11.6,-81.5,73.2312
-19.5,-76.7,73.2285
-17.4,-80.9,73.2076
-12.4,-84.0,73.2024
-16.4,-85.9,73.1937
-19.9,-75.0,73.1861
-14.6,-81.8,73.18339999999999
-14.3,-84.5,73.0804
-12.3,-77.6,73.0594
-19.0,-78.4,73.0221
-7.1,-85.7,72.9556
-14.4,-85.0,72.9403
-11.6,-82.0,72.9011
-13.6,-84.7,72.8794
-19.8,-75.2,72.8586
-18.1,-78.9,72.7683
-17.5,-81.1,72.7397
-14.2,-85.6,72.7079
-13.2,-81.5,72.686
-17.8,-80.9,72.6276
-13.6,-84.6,72.58409999999999
-17.8,-79.9,72.56779999999999
-13.2,-81.6,72.5658
-14.7,-85.4,72.5283
-12.0,-82.3,72.4793
-19.9,-77.7,72.4443
-13.7,-86.0,72.37049999999999
-14.1,-84.4,72.3348
-13.2,-81.0,72.3242
-14.3,-81.2,72.3052
-14.1,-84.6,72.2518
-19.9,-77.0,72.2367
-11.0,-77.8,72.222
-4.0,-85.1,72.2001
-14.9,-81.0,72.124
-7.2,-84.7,72.0393
-13.6,-85.6,72.023
-6.0,-85.2,71.9841
-16.8,-80.9,71.9161
-4.1,-85.2,71.8946
-9.7,-78.9,71.8892
-16.4,-80.9,71.8465
-14.5,-81.3,71.8403
-19.6,-77.1,71.83840000000001
-14.6,-81.6,71.8211
-12.9,-82.1,71.7865
-15.0,-81.8,71.7658
-14.7,-85.5,71.7536
-15.0,-80.3,71.6272
-19.3,-77.2,71.5798
-14.0,-81.2,71.5359
-7.3,-80.6,71.5302
-7.6,-85.5,71.4829
-13.6,-84.4,71.4396
-13.4,-84.3,71.3861
-17.5,-81.4,71.374
-12.4,-77.3,71.3586
-15.1,-80.6,71.3232
-17.7,-79.7,71.2487
-13.9,-84.3,71.2259
-10.6,-78.3,71.2197
-12.2,-82.1,71.213
-12.8,-85.0,71.1866
-16.8,-81.4,71.1862
-12.7,-86.0,71.0834
-14.8,-85.3,70.97149999999999
-18.1,-79.8,70.8996
-14.1,-81.0,70.8914
-19.6,-77.2,70.7878
-11.5,-78.1,70.7739
-15.3,-79.8,70.7364
-14.4,-82.9,70.7322
-13.8,-80.7,70.7213
-18.0,-78.8,70.6956
-14.3,-83.2,70.675
-12.2,-84.1,70.6437
-15.2,-84.9,70.585
-13.5,-85.6,70.5254
-10.7,-82.1,70.2883
-13.9,-85.0,70.27629999999999
-17.7,-80.2,70.2216
-14.1,-84.2,70.2099
-2.6,-81.0,70.1686
-14.9,-80.1,70.13850000000001
-15.0,-81.0,70.1119
-14.8,-85.2,70.1117
-18.3,-71.1,70.0737
-18.3,-78.0,70.01820000000001
-16.6,-80.3,69.9979
-17.5,-80.8,69.9951
-13.5,-85.9,69.983
-18.0,-79.0,69.9721
-15.7,-80.9,69.96979999999999
-12.7,-82.0,69.9687
-13.7,-81.1,69.953
-11.2,-82.5,69.9419
-12.2,-83.8,69.8563
-14.6,-84.0,69.8364
-18.3,-79.3,69.8031
-19.7,-77.6,69.7811
-18.1,-71.2,69.7809
-13.8,-81.1,69.7701
-11.5,-77.6,69.7639
-17.2,-72.3,69.7567
-15.4,-84.2,69.7085
-9.8,-79.0,69.5835
-12.2,-77.9,69.5713
-17.3,-81.3,69.5155
-9.7,-79.9,69.4878
-14.5,-82.9,69.4856
-14.0,-81.7,69.437
-2.0,-85.7,69.4354
-12.3,-84.3,69.4138
-11.5,-82.6,69.2909
-14.9,-81.1,69.259
-11.4,-82.1,69.2037
-12.3,-84.1,69.1816
-12.0,-81.5,69.1784
-12.3,-83.6,69.1384
-14.1,-81.3,69.1198
-5.8,-85.1,69.0499
-19.5,-77.1,69.0157
-13.5,-81.7,69.0139
-7.2,-80.2,68.9779
-13.1,-81.5,68.8125
-19.1,-75.7,68.7688
-11.3,-78.3,68.7504
-11.8,-83.5,68.6558
-2.5,-81.1,68.5715
-17.6,-80.0,68.5324
-11.5,-82.1,68.5036
-14.9,-84.2,68.46719999999999
-10.5,-79.0,68.4407
-9.3,-79.7,68.4036
-18.2,-79.4,68.3447
-7.8,-79.9,68.3266
-7.0,-80.8,68.3237
-17.8,-79.2,68.3023
-15.6,-79.8,68.2844
-12.6,-81.5,68.2672
-13.5,-83.8,68.1611
-12.3,-84.0,68.029
-11.4,-78.3,68.0146
-10.1,-82.3,67.9464
-17.0,-72.7,67.9362
-19.4,-75.4,67.9212
-18.5,-78.9,67.8991
-12.7,-81.2,67.843
-13.9,-83.0,67.828
-11.9,-85.7,67.7405
-16.4,-73.8,67.7298
-14.4,-83.4,67.6531
-13.0,-85.1,67.5828
-6.8,-84.7,67.5523
-15.6,-79.6,67.5357
-18.9,-77.3,67.5332
-14.3,-84.0,67.4068
-15.1,-81.7,67.3831
-14.6,-81.2,67.3429
-18.1,-78.6,67.3173
-14.2,-84.1,67.2865
-12.0,-84.1,67.2653
-16.6,-80.9,67.1815
-12.2,-86.0,67.1719
-19.5,-77.7,67.149
-16.9,-80.6,67.1178
-14.6,-84.7,67.0798
-10.4,-78.5,67.0177
-15.0,-85.0,66.9945
-7.2,-80.5,66.93
-14.1,-85.8,66.9166
-18.8,-77.8,66.9122
-14.4,-83.3,66.9113
-7.2,-80.3,66.8848
-3.6,-85.9,66.8701
-14.6,-84.5,66.80590000000001
-11.6,-82.1,66.78
-6.4,-81.2,66.7403
-7.4,-80.7,66.7212
-12.0,-78.0,66.6157
-12.6,-86.0,66.5836
-19.3,-78.3,66.561
-13.0,-85.4,66.476
-12.8,-84.1,66.44669999999999
-11.4,-82.0,66.4381
-18.5,-78.0,66.394
-19.9,-74.9,66.3777
-10.1,-78.6,66.3599
-16.6,-80.8,66.2861
-18.3,-71.8,66.1561
-17.7,-80.8,66.0983
-19.7,-76.7,66.0481
-14.8,-81.1,65.993
-13.1,-81.3,65.9374
-18.8,-77.7,65.9061
-17.9,-79.5,65.8164
-15.1,-82.1,65.7557
-13.9,-84.2,65.7357
-12.2,-83.6,65.7142
-12.6,-85.8,65.7005
-11.5,-77.9,65.6952
-18.9,-78.5,65.6725
-2.2,-81.2,65.6509
-14.4,-81.2,65.5812
-14.2,-85.7,65.526
-7.3,-80.7,65.4932
-18.4,-78.9,65.46209999999999
-14.3,-84.6,65.4215
-19.8,-75.1,65.4199
-12.3,-77.4,65.414
-17.8,-79.5,65.4111
-18.2,-71.2,65.39829999999999
-13.3,-85.3,65.3331
-17.9,-71.8,65.2906
-14.8,-81.6,65.2703
-13.2,-81.4,65.2688
-14.3,-84.1,65.2614
-13.1,-84.6,65.1712
-13.1,-85.2,65.1202
-19.2,-76.2,65.0859
-12.2,-77.3,64.9995
-5.0,-84.8,64.8825
-19.7,-77.0,64.8801
-5.9,-85.8,64.8604
-2.6,-85.9,64.8137
-7.1,-85.8,64.8101
-15.0,-81.1,64.7739
-14.3,-81.1,64.73010000000001
-14.5,-84.3,64.7297
-12.8,-82.0,64.71560000000001
-16.0,-85.8,64.71000000000001
-17.8,-71.6,64.6742
-14.3,-85.4,64.6725
-12.9,-84.9,64.6645
-16.6,-80.5,64.6559
-9.0,-78.8,64.6072
-14.5,-84.9,64.5977
-7.2,-79.9,64.5925
-14.3,-83.1,64.5823
-15.4,-80.0,64.5365
-16.8,-80.6,64.5009
-15.7,-85.2,64.4695
-14.7,-85.1,64.4668
-14.6,-84.2,64.452
-14.3,-86.0,64.4361
-6.0,-85.0,64.4258
-17.7,-79.9,64.4162
-11.0,-82.7,64.3928
-16.4,-83.8,64.285
-2.8,-80.3,64.25359999999999
-14.7,-82.2,64.2391
-14.7,-84.8,64.2083
-14.2,-84.2,64.1885
-8.2,-80.0,64.1801
-14.4,-85.1,64.0998
-12.8,-85.5,64.0195
-14.0,-85.1,63.9296
-13.5,-83.9,63.898
-16.2,-84.2,63.885600000000004
-13.1,-85.0,63.8328
-3.3,-80.6,63.7715
-3.7,-84.9,63.7709
-17.9,-79.9,63.7361
-16.4,-79.4,63.7155
-14.9,-84.3,63.6814
-18.0,-70.9,63.6522
-16.5,-80.9,63.6162
-16.7,-81.6,63.562
-12.0,-77.8,63.484500000000004
-15.1,-85.7,63.4564
-18.1,-71.3,63.4536
-13.6,-85.8,63.4426
-13.9,-85.3,63.4324
-13.0,-85.0,63.393
-12.8,-85.6,63.353
-13.3,-84.2,63.3183
-17.3,-81.5,63.2956
-3.3,-80.7,63.260400000000004
-16.3,-84.2,63.2241
-13.0,-81.3,63.2067
-12.4,-83.9,63.1587
-10.4,-82.2,63.090599999999995
-9.8,-79.6,62.9359
-14.4,-81.4,62.8897
-13.6,-83.8,62.8139
-13.6,-85.9,62.7836
-9.0,-79.8,62.7498
-14.7,-82.1,62.7475
-14.1,-81.1,62.714800000000004
-18.0,-80.9,62.649300000000004
-10.2,-79.0,62.6133
-2.2,-84.9,62.4486
-13.3,-81.3,62.390100000000004
-14.6,-82.9,62.3693
-18.2,-71.1,62.321400000000004
-12.5,-77.7,62.2788
-13.1,-81.4,62.2434
-12.4,-84.5,62.199799999999996
-16.9,-81.2,62.1978
-11.6,-82.3,62.1112
-19.4,-76.4,62.092600000000004
-6.1,-85.0,62.0781
-16.9,-80.5,62.0659
-13.4,-85.8,61.9901
-9.9,-78.7,61.9086
-7.1,-84.7,61.8362
-14.6,-81.7,61.7797
-17.4,-81.1,61.7761
-13.8,-84.0,61.728899999999996
-11.6,-77.5,61.7178
-12.6,-83.4,61.6489
-14.5,-81.5,61.6328
-2.8,-84.5,61.5937
-13.1,-84.9,61.4378
-15.3,-84.5,61.4294
-11.3,-83.0,61.3411
-17.5,-81.2,61.3405
-14.8,-81.2,61.3074
-15.9,-80.3,61.2726
-17.8,-80.2,61.266
-6.3,-85.7,61.26
-14.3,-83.6,61.2465
-13.9,-85.8,61.2432
-14.9,-80.8,61.2426
-18.9,-78.4,61.1467
-10.1,-79.2,61.0957
-19.6,-77.0,61.0813
-13.8,-84.6,61.0799
-19.5,-75.4,61.0786
-17.7,-85.6,60.952299999999994
-1.1,-82.9,60.9138
-16.1,-79.4,60.9101
-16.0,-79.4,60.8512
-18.5,-78.8,60.6988
-13.3,-85.0,60.6968
-12.8,-86.0,60.6962
-14.0,-83.7,60.6875
-12.6,-77.2,60.6786
-17.4,-71.7,60.6635
-12.7,-84.0,60.6293
-13.9,-85.2,60.5816
-5.8,-84.6,60.5728
-16.0,-80.7,60.5282
-11.5,-85.9,60.519
-12.3,-83.1,60.4482
-9.9,-78.9,60.4213
-12.9,-85.4,60.408100000000005
-10.8,-82.1,60.3906
-17.9,-71.4,60.373200000000004
-13.5,-83.7,60.359700000000004
-17.9,-81.0,60.3297
-19.5,-77.4,60.3167
-13.4,-84.7,60.313
-15.2,-79.9,60.3088
-15.2,-85.5,60.290499999999994
-13.3,-85.5,60.2383
-14.2,-80.9,60.120200000000004
-15.4,-79.7,60.080799999999996
-7.7,-79.7,60.064299999999996
-13.7,-81.6,60.0471
-9.8,-79.5,60.0282
-6.4,-85.4,59.9861
-7.3,-84.9,59.973
-11.9,-84.2,59.9286
-19.6,-77.8,59.9217
-12.6,-84.3,59.874
-9.4,-78.6,59.8598
-14.6,-81.5,59.8406
-12.5,-85.5,59.7939
-14.5,-84.7,59.7746
-12.9,-84.0,59.7656
-3.1,-80.7,59.741
-13.9,-81.6,59.741
-11.4,-85.7,59.538000000000004
-19.0,-77.5,59.4668
-15.4,-80.1,59.4352
-4.6,-85.3,59.407000000000004
-6.4,-85.7,59.3548
-17.2,-73.9,59.3408
-7.9,-79.9,59.3062
-14.0,-84.3,59.302
-14.5,-81.6,59.2741
-7.4,-80.6,59.2505
-15.7,-85.8,59.147
-12.0,-81.9,59.1331
-12.0,-83.7,59.041199999999996
-16.1,-84.3,59.0394
-11.5,-82.2,59.0325
-7.2,-80.1,58.9997
-16.1,-79.6,58.9522
-13.4,-83.7,58.9493
-12.4,-82.1,58.9289
-17.5,-72.7,58.8969
-15.6,-80.9,58.7522
-18.7,-70.5,58.7027
-16.9,-72.9,58.5948
-11.9,-84.3,58.5903
-13.3,-76.5,58.556200000000004
-16.8,-81.0,58.5492
-14.4,-84.4,58.5265
-12.7,-84.6,58.5123
-16.8,-74.2,58.4794
-13.9,-81.5,58.4229
-12.2,-84.4,58.3335
-16.5,-80.6,58.3127
-18.5,-73.6,58.3006
-7.5,-85.3,58.2483
-12.5,-85.6,58.244699999999995
-11.7,-83.4,58.2326
-13.6,-81.7,58.1721
-14.6,-81.3,58.155
-13.0,-84.4,58.1372
-15.0,-85.9,58.1215
-13.6,-86.0,58.0908
-8.8,-80.1,58.0178
-12.2,-84.2,58.0169
-13.1,-85.3,57.908
-15.4,-80.5,57.8989
-4.2,-85.2,57.896899999999995
-15.7,-85.9,57.8565
-12.0,-85.8,57.8027
-12.1,-78.0,57.7534
-16.2,-84.3,57.746
-16.2,-85.9,57.729800000000004
-12.6,-83.2,57.7134
-11.7,-83.6,57.6974
-12.1,-85.7,57.670100000000005
-17.6,-81.1,57.6648
-15.1,-84.8,57.648599999999995
-7.2,-80.7,57.6357
-14.4,-81.6,57.5383
-6.3,-85.8,57.51
-13.5,-84.8,57.494800000000005
-17.0,-80.4,57.4831
-7.7,-85.6,57.4621
-13.4,-84.8,57.4471
-17.8,-78.4,57.419000000000004
-14.4,-80.8,57.375
-15.5,-80.4,57.360600000000005
-14.5,-85.4,57.360600000000005
-13.0,-86.0,57.3605
-6.4,-85.8,57.2891
-12.9,-84.6,57.268299999999996
-17.1,-80.5,57.2551
-16.2,-79.6,57.253
-14.5,-85.3,57.234700000000004
-17.7,-73.6,57.2005
-13.4,-84.6,57.139
-18.1,-71.4,57.0912
-19.4,-78.0,56.9401
-9.6,-83.6,56.9394
-3.6,-84.0,56.8934
-12.6,-85.4,56.8848
-18.3,-72.5,56.8783
-14.6,-80.1,56.877
-19.1,-78.6,56.8401
-7.6,-79.7,56.7761
-6.3,-81.1,56.7614
-14.2,-83.1,56.684200000000004
-13.8,-83.9,56.6282
-11.6,-82.5,56.561099999999996
-19.3,-76.5,56.4943
-11.2,-82.9,56.426
-7.4,-79.8,56.3781
-15.0,-85.7,56.3774
-18.2,-71.7,56.3768
-12.5,-83.0,56.3722
-16.7,-73.1,56.3493
-7.1,-85.6,56.321600000000004
-20.0,-77.0,56.2266
-14.6,-80.2,56.210300000000004
-14.6,-77.2,56.1955
-15.7,-79.5,56.1609
-13.7,-85.2,56.160000000000004
-7.2,-84.9,56.1511
-13.5,-85.2,56.052
-2.0,-84.4,56.0402
-16.3,-79.4,56.0225
-19.4,-78.2,55.9418
-20.0,-77.4,55.9326
-13.0,-84.3,55.8846
-13.6,-83.9,55.8707
-6.6,-85.9,55.8607
-3.1,-80.5,55.7759
-12.9,-85.2,55.765899999999995
-17.6,-79.9,55.6306
-15.3,-85.0,55.5708
-12.3,-83.7,55.5537
-17.9,-85.5,55.5292
-13.1,-81.9,55.5244
-9.1,-78.6,55.5032
-18.1,-80.0,55.4379
-12.3,-84.2,55.3738
-17.4,-72.3,55.3365
-16.3,-85.4,55.3181
-14.8,-84.1,55.2883
-2.7,-81.1,55.2456
-11.9,-81.6,55.2416
-11.4,-82.8,55.1773
-10.5,-78.6,55.1464
-17.1,-72.2,55.1197
-17.1,-81.1,54.9677
-13.7,-84.1,54.9273
-7.0,-85.7,54.8843
-7.2,-85.7,54.8839
-12.5,-84.3,54.8793
-13.0,-84.8,54.8406
-6.8,-81.0,54.7953
-14.7,-80.4,54.7765
-14.6,-85.8,54.7405
-14.6,-76.3,54.674800000000005
-19.1,-76.2,54.6594
-18.0,-78.6,54.6246
-18.8,-77.3,54.5702
-15.2,-85.4,54.457
-15.6,-85.7,54.4065
-15.3,-85.8,54.4062
-13.1,-85.8,54.3946
-15.8,-80.7,54.321200000000005
-5.8,-85.9,54.286500000000004
-14.0,-81.1,54.2764
-13.5,-85.5,54.166799999999995
-14.8,-82.7,54.0779
-10.3,-82.3,54.0324
-2.0,-85.5,54.0157
-5.9,-85.9,54.0005
-14.9,-81.2,53.9597
-3.3,-80.4,53.9527
-15.0,-81.2,53.9465
-13.0,-81.6,53.9424
-12.4,-83.6,53.9346
-3.0,-81.2,53.9184
-13.9,-84.0,53.902
-16.3,-83.8,53.8855
-13.3,-84.3,53.86
-15.4,-85.2,53.835
-11.6,-81.6,53.7843
-7.0,-85.8,53.7275
-12.7,-82.6,53.7235
-16.2,-85.3,53.703199999999995
-14.6,-84.9,53.6813
-11.6,-82.6,53.643100000000004
-17.5,-79.9,53.5414
