detection_id,detection_date,structure_id,lon,lat,structure_start_date,structure_end_date,label,label_confidence
S1AB_AD_MEDIAN_COMP_20230201T000000_20230801T000000_FULL_76_TILE_118;-81.3718910;-4.7627780,2023-05-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20180503T000000_20181030T000000_WEST_40_TILE_118;-81.3717230;-4.7631280,2018-08-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20181003T000000_20190401T000000_WEST_40_TILE_118;-81.3716440;-4.7629570,2019-01-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20220201T000000_20220801T000000_FULL_76_TILE_118;-81.3716440;-4.7631370,2022-05-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20171103T000000_20180502T000000_WEST_40_TILE_118;-81.3717340;-4.7627780,2018-02-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20190503T000000_20191030T000000_WEST_40_TILE_118;-81.3717040;-4.7628780,2019-08-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20220701T000000_20230101T000000_FULL_76_TILE_118;-81.3716440;-4.7631370,2022-10-01,269443,-81.3717528042603,-4.76292085306057,2017-01-01,2023-12-01,oil,high
S1AB_AD_MEDIAN_COMP_20250701T000000_20260101T000000_FULL_76_TILE_118;-81.3691290;-4.4451340,2025-10-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200603T000000_20201130T000000_WEST_40_TILE_118;-81.3692080;-4.4451200,2020-09-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200303T000000_20200830T000000_WEST_40_TILE_118;-81.3692080;-4.4451200,2020-06-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240501T000000_20241101T000000_FULL_76_TILE_118;-81.3691290;-4.4451340,2024-08-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161103T000000_20170502T000000_WEST_40_TILE_118;-81.3692060;-4.4452360,2017-02-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200201T000000_20200730T000000_WEST_40_TILE_118;-81.3691960;-4.4451340,2020-05-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220101T000000_20220701T000000_FULL_76_TILE_118;-81.3690500;-4.4451200,2022-04-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170402T000000_20170929T000000_WEST_40_TILE_118;-81.3692190;-4.4452230,2017-07-01,439221,-81.3691386504742,-4.44518955984771,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180131T000000_20180730T000000_WEST_40_TILE_118;-81.3654460;-4.4692980,2018-05-01,501470,-81.3654789012909,-4.46922212082401,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180803T000000_20190130T000000_WEST_40_TILE_118;-81.3654680;-4.4692080,2018-11-01,501470,-81.3654789012909,-4.46922212082401,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170603T000000_20171130T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2017-09-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180101T000000_20180630T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2018-04-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230201T000000_20230801T000000_FULL_76_TILE_118;-81.3616730;-4.4188130,2023-05-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180803T000000_20190130T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2018-11-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170303T000000_20170830T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2017-06-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170402T000000_20170929T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2017-07-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190101T000000_20190630T000000_WEST_40_TILE_118;-81.3616730;-4.4188130,2019-04-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20250401T000000_20251001T000000_FULL_76_TILE_118;-81.3616730;-4.4188130,2025-07-01,205487,-81.3616675705082,-4.41884067766035,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210303T000000_20210830T000000_WEST_40_TILE_118;-81.3582480;-4.4336480,2021-06-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190101T000000_20190630T000000_WEST_40_TILE_118;-81.3582590;-4.4337250,2019-04-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240601T000000_20241201T000000_FULL_76_TILE_118;-81.3582700;-4.4336220,2024-09-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230301T000000_20230901T000000_FULL_76_TILE_118;-81.3582480;-4.4336480,2023-06-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170131T000000_20170730T000000_WEST_40_TILE_118;-81.3582480;-4.4336480,2017-05-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20250301T000000_20250901T000000_FULL_76_TILE_118;-81.3582700;-4.4336220,2025-06-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240901T000000_20250301T000000_FULL_76_TILE_118;-81.3582590;-4.4335450,2024-12-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170101T000000_20170630T000000_WEST_40_TILE_118;-81.3582720;-4.4337120,2017-04-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240501T000000_20241101T000000_FULL_76_TILE_118;-81.3582590;-4.4335450,2024-08-01,440853,-81.3582345895415,-4.43365513109665,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180303T000000_20180830T000000_WEST_40_TILE_118;-81.3521510;-4.4459420,2018-06-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230801T000000_20240201T000000_FULL_76_TILE_118;-81.3521400;-4.4458650,2023-11-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190303T000000_20190830T000000_WEST_40_TILE_118;-81.3521640;-4.4459290,2019-06-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240501T000000_20241101T000000_FULL_76_TILE_118;-81.3521510;-4.4459420,2024-08-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20221101T000000_20230501T000000_FULL_76_TILE_118;-81.3521510;-4.4459420,2023-02-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
,2026-01-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200201T000000_20200730T000000_WEST_40_TILE_118;-81.3521510;-4.4459420,2020-05-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230501T000000_20231101T000000_FULL_76_TILE_118;-81.3521640;-4.4459290,2023-08-01,119127,-81.3522084704645,-4.445904011345659,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161103T000000_20170502T000000_WEST_40_TILE_118;-81.3518040;-4.4804500,2017-02-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200503T000000_20201030T000000_WEST_40_TILE_118;-81.3517910;-4.4804370,2020-08-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220501T000000_20221101T000000_FULL_76_TILE_118;-81.3517910;-4.4804370,2022-08-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161201T000000_20170530T000000_WEST_40_TILE_118;-81.3518040;-4.4804500,2017-03-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20171201T000000_20180530T000000_WEST_40_TILE_118;-81.3517910;-4.4804370,2018-03-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200902T000000_20210301T000000_WEST_40_TILE_118;-81.3517910;-4.4805270,2020-12-01,242063,-81.351775684162,-4.48045854303421,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20260201T000000_20260801T000000_FULL_76_TILE_118;-81.3495460;-4.4651660,2026-05-01,438718,-81.3495350827629,-4.465154557110528,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161201T000000_20170530T000000_WEST_40_TILE_118;-81.3496230;-4.4651530,2017-03-01,438718,-81.3495350827629,-4.465154557110528,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200303T000000_20200830T000000_WEST_40_TILE_118;-81.3496350;-4.4651660,2020-06-01,438718,-81.3495350827629,-4.465154557110528,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210801T000000_20220201T000000_WEST_40_TILE_118;-81.3414010;-4.4365700,2021-11-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180402T000000_20180929T000000_WEST_40_TILE_118;-81.3415380;-4.4369720,2018-07-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
,2021-01-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20191003T000000_20200331T000000_WEST_40_TILE_118;-81.3415380;-4.4369460,2020-01-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210303T000000_20210830T000000_WEST_40_TILE_118;-81.3415210;-4.4368090,2021-06-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210402T000000_20210929T000000_WEST_40_TILE_118;-81.3414610;-4.4367790,2021-07-01,61943,-81.3414587580279,-4.43693720848975,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20221001T000000_20230401T000000_FULL_76_TILE_118;-81.3397180;-4.3102250,2023-01-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
,2025-11-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240101T000000_20240701T000000_FULL_76_TILE_118;-81.3397540;-4.3102070,2024-04-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230701T000000_20240101T000000_FULL_76_TILE_118;-81.3397540;-4.3102960,2023-10-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190303T000000_20190830T000000_WEST_40_TILE_118;-81.3397430;-4.3102200,2019-06-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210131T000000_20210730T000000_WEST_40_TILE_118;-81.3397670;-4.3103090,2021-05-01,377618,-81.3397487222819,-4.31023193366003,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20250201T000000_20250801T000000_FULL_76_TILE_118;-81.3388560;-4.4969660,2025-05-01,285941,-81.3388837936227,-4.49699340867083,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200803T000000_20210130T000000_WEST_40_TILE_118;-81.3389370;-4.4970440,2020-11-01,285941,-81.3388837936227,-4.49699340867083,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170603T000000_20171130T000000_WEST_40_TILE_118;-81.3388560;-4.4969660,2017-09-01,285941,-81.3388837936227,-4.49699340867083,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210503T000000_20211030T000000_WEST_40_TILE_118;-81.3388690;-4.4969790,2021-08-01,285941,-81.3388837936227,-4.49699340867083,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180303T000000_20180830T000000_WEST_40_TILE_118;-81.3359940;-4.2955510,2018-06-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180902T000000_20190301T000000_WEST_40_TILE_118;-81.3359810;-4.2955640,2018-12-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20181103T000000_20190502T000000_WEST_40_TILE_118;-81.3359810;-4.2955640,2019-02-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20171103T000000_20180502T000000_WEST_40_TILE_118;-81.3359940;-4.2955510,2018-02-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20211101T000000_20220501T000000_FULL_76_TILE_118;-81.3359700;-4.2956410,2022-02-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20181003T000000_20190401T000000_WEST_40_TILE_118;-81.3359810;-4.2955640,2019-01-01,419358,-81.336009736613,-4.29556760020412,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170101T000000_20170630T000000_WEST_40_TILE_118;-81.3356220;-4.6316240,2017-04-01,403109,-81.3356195950961,-4.631632407461639,2017-01-01,2023-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20191103T000000_20200501T000000_WEST_40_TILE_118;-81.3356220;-4.6316240,2020-02-01,403109,-81.3356195950961,-4.631632407461639,2017-01-01,2023-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20190902T000000_20200229T000000_WEST_40_TILE_118;-81.3356090;-4.6317010,2019-12-01,403109,-81.3356195950961,-4.631632407461639,2017-01-01,2023-05-01,oil,high
,2017-08-01,403109,-81.3356195950961,-4.631632407461639,2017-01-01,2023-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20200902T000000_20210301T000000_WEST_40_TILE_118;-81.3356220;-4.6315340,2020-12-01,403109,-81.3356195950961,-4.631632407461639,2017-01-01,2023-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20161201T000000_20170530T000000_WEST_40_TILE_118;-81.3354420;-4.4486370,2017-03-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210703T000000_20211230T000000_WEST_40_TILE_118;-81.3353520;-4.4485470,2021-10-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220301T000000_20220901T000000_FULL_76_TILE_118;-81.3352620;-4.4487270,2022-06-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200201T000000_20200730T000000_WEST_40_TILE_118;-81.3354420;-4.4486370,2020-05-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190902T000000_20200229T000000_WEST_40_TILE_118;-81.3354550;-4.4486500,2019-12-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180402T000000_20180929T000000_WEST_40_TILE_118;-81.3354420;-4.4487270,2018-07-01,314691,-81.3354218906059,-4.4487110790157,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180402T000000_20180929T000000_WEST_40_TILE_118;-81.3350600;-4.6594720,2018-07-01,380968,-81.3349489271002,-4.65948285370662,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240901T000000_20250301T000000_FULL_76_TILE_118;-81.3350700;-4.6592150,2024-12-01,380968,-81.3349489271002,-4.65948285370662,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20250901T000000_20260301T000000_FULL_76_TILE_118;-81.3350830;-4.6592920,2025-12-01,380968,-81.3349489271002,-4.65948285370662,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230701T000000_20240101T000000_FULL_76_TILE_118;-81.3350700;-4.6592150,2023-10-01,380968,-81.3349489271002,-4.65948285370662,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20251101T000000_20260501T000000_FULL_76_TILE_118;-81.3348920;-4.4659880,2026-02-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20231101T000000_20240501T000000_FULL_76_TILE_118;-81.3349140;-4.4659880,2024-02-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220101T000000_20220701T000000_FULL_76_TILE_118;-81.3348810;-4.4659970,2022-04-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220201T000000_20220801T000000_FULL_76_TILE_118;-81.3348920;-4.4659880,2022-05-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20250301T000000_20250901T000000_FULL_76_TILE_118;-81.3348920;-4.4659880,2025-06-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210303T000000_20210830T000000_WEST_40_TILE_118;-81.3349030;-4.4659740,2021-06-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200201T000000_20200730T000000_WEST_40_TILE_118;-81.3348900;-4.4660770,2020-05-01,110444,-81.3349356878682,-4.46609174047842,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20211101T000000_20220501T000000_FULL_76_TILE_118;-81.3343510;-4.7145250,2022-02-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20221101T000000_20230501T000000_FULL_76_TILE_118;-81.3343510;-4.7145250,2023-02-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230101T000000_20230701T000000_FULL_76_TILE_118;-81.3343510;-4.7145250,2023-04-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20221001T000000_20230401T000000_FULL_76_TILE_118;-81.3343510;-4.7145250,2023-01-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
,2017-08-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220101T000000_20220701T000000_FULL_76_TILE_118;-81.3342740;-4.7145380,2022-04-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190603T000000_20191130T000000_WEST_40_TILE_118;-81.3343640;-4.7145380,2019-09-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161003T000000_20170401T000000_WEST_40_TILE_118;-81.3343640;-4.7145380,2017-01-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20251101T000000_20260501T000000_FULL_76_TILE_118;-81.3343420;-4.7144480,2026-02-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190503T000000_20191030T000000_WEST_40_TILE_118;-81.3343640;-4.7145380,2019-08-01,265066,-81.334349381429,-4.71452608269483,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210131T000000_20210730T000000_WEST_40_TILE_118;-81.3339150;-4.3265560,2021-05-01,107183,-81.3338649628169,-4.32653829460086,2017-01-01,,oil,high
,2026-01-01,107183,-81.3338649628169,-4.32653829460086,2017-01-01,,oil,high
,2025-11-01,107183,-81.3338649628169,-4.32653829460086,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180131T000000_20180730T000000_WEST_40_TILE_118;-81.3338250;-4.3264660,2018-05-01,107183,-81.3338649628169,-4.32653829460086,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200803T000000_20210130T000000_WEST_40_TILE_118;-81.3338250;-4.3264660,2020-11-01,107183,-81.3338649628169,-4.32653829460086,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161103T000000_20170502T000000_WEST_40_TILE_118;-81.3336580;-4.4403850,2017-02-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20221201T000000_20230601T000000_FULL_76_TILE_118;-81.3336450;-4.4403720,2023-03-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20211101T000000_20220501T000000_FULL_76_TILE_118;-81.3336450;-4.4403720,2022-02-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180703T000000_20181230T000000_WEST_40_TILE_118;-81.3336450;-4.4403720,2018-10-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190131T000000_20190730T000000_WEST_40_TILE_118;-81.3337350;-4.4403950,2019-05-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200201T000000_20200730T000000_WEST_40_TILE_118;-81.3336450;-4.4403720,2020-05-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20220601T000000_20221201T000000_FULL_76_TILE_118;-81.3336450;-4.4403720,2022-09-01,351443,-81.333718889092,-4.44040159501503,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20161003T000000_20170401T000000_WEST_40_TILE_118;-81.3331060;-4.7100470,2017-01-01,270979,-81.3332471934804,-4.71000792043766,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180803T000000_20190130T000000_WEST_40_TILE_118;-81.3332990;-4.7100600,2018-11-01,270979,-81.3332471934804,-4.71000792043766,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200902T000000_20210301T000000_WEST_40_TILE_118;-81.3332860;-4.7100470,2020-12-01,270979,-81.3332471934804,-4.71000792043766,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240501T000000_20241101T000000_FULL_76_TILE_118;-81.3332750;-4.7099700,2024-08-01,270979,-81.3332471934804,-4.71000792043766,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20191003T000000_20200331T000000_WEST_40_TILE_118;-81.3332990;-4.7100600,2020-01-01,270979,-81.3332471934804,-4.71000792043766,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20201201T000000_20210530T000000_WEST_40_TILE_118;-81.3324010;-4.5959730,2021-03-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240501T000000_20241101T000000_FULL_76_TILE_118;-81.3324100;-4.5960500,2024-08-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20210603T000000_20211130T000000_WEST_40_TILE_118;-81.3325580;-4.5961500,2021-09-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20180902T000000_20190301T000000_WEST_40_TILE_118;-81.3323880;-4.5960500,2018-12-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20170503T000000_20171030T000000_WEST_40_TILE_118;-81.3325450;-4.5960500,2017-08-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230301T000000_20230901T000000_FULL_76_TILE_118;-81.3324780;-4.5959830,2023-06-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20190303T000000_20190830T000000_WEST_40_TILE_118;-81.3323880;-4.5960500,2019-06-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20240801T000000_20250201T000000_FULL_76_TILE_118;-81.3325450;-4.5960500,2024-11-01,347631,-81.3324650749603,-4.59602845346123,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20200402T000000_20200929T000000_WEST_40_TILE_118;-81.3307840;-4.3988830,2020-07-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20191202T000000_20200530T000000_WEST_40_TILE_118;-81.3307710;-4.3988700,2020-03-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20210801T000000_20220201T000000_WEST_40_TILE_118;-81.3309400;-4.3991530,2021-11-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20190402T000000_20190929T000000_WEST_40_TILE_118;-81.3307710;-4.3987800,2019-07-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20170131T000000_20170730T000000_WEST_40_TILE_118;-81.3307710;-4.3988700,2017-05-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20190131T000000_20190730T000000_WEST_40_TILE_118;-81.3307710;-4.3988700,2019-05-01,365039,-81.3307939373172,-4.39889311955885,2017-01-01,2022-05-01,oil,high
S1AB_AD_MEDIAN_COMP_20170703T000000_20171230T000000_WEST_40_TILE_118;-81.3305780;-4.7109320,2017-10-01,300559,-81.3305751739323,-4.71089154183446,2017-01-01,2023-04-01,oil,high
,2021-01-01,300559,-81.3305751739323,-4.71089154183446,2017-01-01,2023-04-01,oil,high
S1AB_AD_MEDIAN_COMP_20161201T000000_20170530T000000_WEST_40_TILE_118;-81.3305910;-4.7108550,2017-03-01,300559,-81.3305751739323,-4.71089154183446,2017-01-01,2023-04-01,oil,high
S1AB_AD_MEDIAN_COMP_20210303T000000_20210830T000000_WEST_40_TILE_118;-81.3305910;-4.7108550,2021-06-01,300559,-81.3305751739323,-4.71089154183446,2017-01-01,2023-04-01,oil,high
S1AB_AD_MEDIAN_COMP_20200902T000000_20210301T000000_WEST_40_TILE_118;-81.3305780;-4.7109320,2020-12-01,300559,-81.3305751739323,-4.71089154183446,2017-01-01,2023-04-01,oil,high
S1AB_AD_MEDIAN_COMP_20200603T000000_20201130T000000_WEST_40_TILE_118;-81.3302090;-4.7146280,2020-09-01,373215,-81.3301616280695,-4.71463211598326,2017-01-01,,oil,high
S1AB_AD_MEDIAN_COMP_20230701T000000_20240101T000000_FULL_76_TILE_118;-81.3301420;-4.7145380,2023-10-01,373215,-81.3301616280695,-4.71463211598326,2017-01-01,,oil,high
